0 0
1e-05 11
2e-05 12
3e-05 11
4e-05 8
5e-05 12
6e-05 9
7e-05 13
8e-05 4
9e-05 12
0.0001 12
0.00011 10
0.00012 6
0.00013 8
0.00014 15
0.00015 8
0.00016 13
0.00017 10
0.00018 9
0.00019 15
0.0002 9
0.00021 11
0.00022 8
0.00023 8
0.00024 5
0.00025 13
0.00026 5
0.00027 13
0.00028 14
0.00029 9
0.0003 9
0.00031 9
0.00032 10
0.00033 7
0.00034 8
0.00035 7
0.00036 12
0.00037 11
0.00038 11
0.00039 11
0.0004 7
0.00041 15
0.00042 6
0.00043 8
0.00044 11
0.00045 9
0.00046 12
0.00047 15
0.00048 8
0.00049 10
0.0005 12
0.00051 6
0.00052 5
0.00053 11
0.00054 11
0.00055 7
0.00056 7
0.00057 7
0.00058 10
0.00059 13
0.0006 11
0.00061 11
0.00062 10
0.00063 7
0.00064 7
0.00065 8
0.00066 15
0.00067 12
0.00068 10
0.00069 10
0.0007 7
0.00071 5
0.00072 9
0.00073 6
0.00074 8
0.00075 7
0.00076 13
0.00077 16
0.00078 9
0.00079 11
0.0008 19
0.00081 6
0.00082 14
0.00083 9
0.00084 7
0.00085 10
0.00086 11
0.00087 11
0.00088 9
0.00089 2
0.0009 8
0.00091 8
0.00092 9
0.00093 10
0.00094 14
0.00095 14
0.00096 12
0.00097 7
0.00098 9
0.00099 6
0.001 5
